,county,state,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,lat,long,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
1976,Montrose,CO,0.679,0.258,21070.0,14303.0,5438.0,0.673,0.309,24764.0,16658.0,7648.0,38.40214114,-108.26390220000002,493.0,13.0,40908.0,20182.0,20726.0,20.5,76.2,0.4,0.5,0.7,0.3,30265.0,44865.0,2428.0,24308.0,948.0,17.8,28.0,31.9,19.7,21.2,16.0,11.2,80.8,10.6,0.3,2.1,1.4,4.7,17.8,17047.0,73.4,15.9,10.4,0.3,8.0
1977,Moody,SD,0.59,0.356,2930.0,1729.0,1042.0,0.609,0.368,3206.0,1951.0,1179.0,44.02266214,-96.67081159,240.0,3.0,6496.0,3312.0,3184.0,3.6,77.6,0.6,10.8,2.1,0.0,4720.0,56233.0,3006.0,27774.0,2984.0,15.9,23.4,33.8,16.8,19.1,14.1,16.1,78.7,5.5,0.0,6.9,2.1,6.8,19.8,3307.0,71.2,18.8,9.6,0.4,4.9
1978,Moore,NC,0.634,0.338,47746.0,30273.0,16148.0,0.631,0.356,57771.0,36459.0,20547.0,35.30885257,-79.48474178,2314.0,46.0,94191.0,45332.0,48859.0,6.4,77.2,12.5,0.9,1.2,0.0,71844.0,54468.0,1850.0,31554.0,1122.0,13.3,20.4,39.6,21.2,20.4,9.1,9.8,84.8,7.1,0.0,1.4,1.1,5.5,24.0,38668.0,73.6,16.3,9.9,0.2,6.3
1979,Moore,TN,0.795,0.17,2926.0,2325.0,496.0,0.816,0.162,3539.0,2888.0,573.0,35.27724699,-86.36230578,286.0,2.0,6302.0,3108.0,3194.0,0.2,93.3,1.7,1.6,2.0,0.0,5009.0,51671.0,3623.0,31479.0,4541.0,7.7,11.0,24.3,12.5,23.2,12.1,27.8,91.1,4.4,0.0,0.9,0.3,3.2,25.2,2807.0,70.1,15.5,14.0,0.4,5.0
1980,Moore,TX,0.755,0.208,5262.0,3974.0,1096.0,0.792,0.192,5502.0,4356.0,1059.0,35.83769242,-101.8930281,1352.0,22.0,22016.0,11466.0,10550.0,54.1,33.7,3.2,0.3,7.9,0.0,11352.0,52469.0,3568.0,21372.0,1142.0,16.9,26.0,22.1,14.9,15.8,16.5,30.7,75.0,20.6,0.4,2.3,1.1,0.6,16.9,10591.0,81.6,13.8,4.4,0.3,4.1
1981,Mora,NM,0.272,0.63,2434.0,662.0,1533.0,0.336,0.65,2683.0,902.0,1744.0,36.01095101,-104.9497716,15.0,0.0,4605.0,2286.0,2319.0,79.0,14.0,0.1,0.0,0.0,0.0,3764.0,26644.0,8160.0,16019.0,2803.0,20.3,29.7,24.0,28.7,24.7,12.5,10.1,78.7,15.2,0.0,1.3,0.0,4.8,31.0,1245.0,61.4,33.9,4.7,0.0,8.2
1982,Morehouse,LA,0.549,0.435,11852.0,6502.0,5155.0,0.562,0.427,11574.0,6510.0,4946.0,32.81686191,-91.80421614,900.0,27.0,26290.0,12505.0,13785.0,1.3,49.5,47.9,0.1,0.4,0.0,19744.0,31672.0,1947.0,18776.0,1887.0,27.6,40.2,24.7,18.6,22.7,14.2,19.8,89.7,7.7,0.1,0.7,1.1,0.8,23.2,9422.0,85.4,10.3,4.1,0.3,6.1
1983,Morgan,AL,0.748,0.224,49991.0,37392.0,11216.0,0.739,0.246,53482.0,39504.0,13159.0,34.45500589,-86.85475946,4523.0,36.0,119157.0,58761.0,60396.0,8.0,76.4,12.3,0.5,0.7,0.0,88176.0,47529.0,1678.0,25013.0,822.0,16.6,24.6,30.3,16.2,23.5,10.9,19.0,89.7,7.1,0.1,0.8,0.8,1.5,24.1,50611.0,81.9,12.8,5.0,0.3,6.5
1984,Morgan,CO,0.682,0.263,11888.0,8104.0,3128.0,0.701,0.279,13415.0,9407.0,3741.0,40.26279810000001,-103.8093302,913.0,48.0,28123.0,13997.0,14126.0,35.8,59.2,2.9,0.3,0.5,0.1,18095.0,51456.0,1911.0,24077.0,1425.0,9.3,12.2,24.5,19.6,18.5,16.6,20.9,72.2,19.2,0.2,3.7,0.9,3.8,17.6,13280.0,76.3,15.9,7.7,0.1,4.5
1985,Morgan,GA,0.695,0.282,9435.0,6559.0,2658.0,0.703,0.287,11707.0,8230.0,3355.0,33.59232073,-83.49129491,540.0,6.0,18013.0,8558.0,9455.0,3.1,71.6,23.5,0.1,0.1,0.0,13731.0,59572.0,5141.0,28830.0,2466.0,13.4,19.2,31.1,15.6,22.1,12.8,18.5,77.9,11.9,0.1,1.4,1.6,7.1,25.9,8011.0,75.5,17.8,6.7,0.0,5.7
1986,Morgan,IL,0.62,0.321,14607.0,9060.0,4693.0,0.65,0.33,15229.0,9903.0,5020.0,39.71654544,-90.20255104,1064.0,26.0,34442.0,17319.0,17123.0,2.3,89.0,6.1,0.2,0.7,0.0,27373.0,49353.0,2807.0,26253.0,1114.0,14.9,22.7,31.9,18.8,25.9,7.9,15.4,82.1,8.4,0.4,3.5,1.7,3.8,19.4,15777.0,75.8,16.9,7.2,0.1,6.1
1987,Morgan,IN,0.759,0.194,31180.0,23671.0,6037.0,0.76,0.215,36214.0,27510.0,7777.0,39.47899078,-86.44573375,1079.0,41.0,69533.0,34307.0,35226.0,1.5,96.3,0.4,0.1,0.7,0.0,52941.0,60317.0,1658.0,27402.0,849.0,11.8,18.5,27.1,15.6,24.3,14.4,18.5,85.2,9.4,0.1,1.3,0.9,3.1,28.1,33330.0,83.2,11.4,5.4,0.1,5.7
1988,Morgan,KY,0.761,0.211,4770.0,3628.0,1006.0,0.776,0.212,5535.0,4297.0,1172.0,37.92465657,-83.25558245,152.0,0.0,13281.0,7397.0,5884.0,1.2,93.2,3.3,0.1,0.7,0.0,10736.0,33523.0,2845.0,17089.0,1220.0,25.6,37.4,30.8,16.9,18.4,15.1,18.8,87.1,9.3,0.0,0.3,1.1,2.2,35.2,3662.0,65.7,28.5,5.8,0.0,8.1
1989,Morgan,MO,0.767,0.201,8815.0,6757.0,1768.0,0.784,0.203,9484.0,7439.0,1924.0,38.4181765,-92.88791859,745.0,8.0,20097.0,10028.0,10069.0,2.1,94.4,0.8,0.5,0.1,0.0,15634.0,34776.0,2773.0,20055.0,1522.0,25.5,36.8,23.8,17.5,28.3,11.2,19.2,71.7,13.5,0.0,4.2,4.8,5.8,23.6,7121.0,73.6,13.6,12.4,0.4,7.3
1990,Morgan,OH,0.686,0.272,6290.0,4315.0,1711.0,0.734,0.253,6721.0,4932.0,1703.0,39.62081738,-81.85308173,104.0,0.0,14773.0,7395.0,7378.0,0.9,92.4,3.4,0.1,0.2,0.0,11524.0,40276.0,2601.0,22122.0,1863.0,21.5,30.9,31.2,14.5,18.2,15.6,20.6,84.9,7.8,0.4,2.0,1.2,3.7,31.2,5835.0,73.7,17.3,8.5,0.4,5.5
1991,Morgan,TN,0.815,0.158,6664.0,5429.0,1053.0,0.843,0.141,8218.0,6926.0,1161.0,36.13248031,-84.64880098,463.0,7.0,21639.0,12088.0,9551.0,1.2,93.3,5.0,0.1,0.0,0.0,17379.0,40707.0,3025.0,18649.0,1122.0,22.9,31.6,23.1,24.2,23.3,13.8,15.6,82.3,13.5,0.0,1.5,0.9,1.7,30.2,7120.0,67.9,25.7,6.0,0.4,7.6
1992,Morgan,UT,0.614,0.111,5136.0,3156.0,572.0,0.793,0.169,6254.0,4957.0,1060.0,41.08830262,-111.5727723,0.0,0.0,11014.0,5617.0,5397.0,2.6,95.3,0.4,0.0,0.6,0.1,7021.0,86071.0,3961.0,30457.0,2085.0,2.4,1.0,41.7,13.6,21.3,11.7,11.6,85.1,8.3,0.3,1.2,1.3,3.9,27.7,4701.0,78.8,16.2,4.7,0.3,3.4
1993,Morgan,WV,0.749,0.205,7635.0,5718.0,1568.0,0.752,0.23,8695.0,6537.0,1998.0,39.55439028,-78.26311676,157.0,0.0,17510.0,8623.0,8887.0,1.4,95.7,0.7,0.2,0.4,0.0,14091.0,46346.0,2818.0,24026.0,1448.0,11.1,10.9,28.5,19.0,19.9,16.4,16.1,77.0,15.4,0.0,2.9,2.0,2.7,33.0,7090.0,78.2,15.0,6.8,0.0,11.1
1994,Morrill,NE,0.825,0.13,2166.0,1788.0,282.0,0.826,0.151,2558.0,2113.0,386.0,41.71711774,-103.0061405,134.0,0.0,4903.0,2460.0,2443.0,15.4,82.1,0.8,0.5,0.1,0.0,3565.0,44201.0,3343.0,25120.0,2096.0,9.4,11.4,28.9,17.3,21.3,20.7,11.8,73.2,11.6,0.3,4.6,1.1,9.1,17.8,2417.0,68.5,20.9,10.2,0.5,3.7
1995,Morris,KS,0.697,0.228,2568.0,1790.0,586.0,0.732,0.253,2849.0,2085.0,721.0,38.68827511,-96.65128437,65.0,0.0,5605.0,2752.0,2853.0,4.5,92.3,0.1,0.2,0.5,0.0,4358.0,50338.0,3365.0,26569.0,1751.0,9.8,12.5,29.0,19.5,18.3,18.8,14.4,77.5,7.7,0.0,6.2,0.9,7.7,21.3,2745.0,67.1,16.7,15.5,0.7,2.3
1996,Morris,NJ,0.504,0.46,248848.0,125376.0,114437.0,0.444,0.54,208041.0,92302.0,112331.0,40.86095313,-74.54553709999998,9357.0,839.0,498847.0,244480.0,254367.0,13.0,72.0,3.0,0.0,10.1,0.0,354414.0,107034.0,1215.0,53491.0,803.0,4.6,4.8,51.0,12.9,23.9,5.3,6.9,79.2,6.8,5.4,2.0,0.9,5.6,30.9,262461.0,82.9,11.6,5.4,0.1,5.2
1997,Morris,TX,0.694,0.287,4964.0,3443.0,1425.0,0.692,0.3,5548.0,3841.0,1664.0,33.11304005,-94.73255695,236.0,5.0,12530.0,6022.0,6508.0,9.2,65.1,23.6,0.4,0.1,0.1,9333.0,40227.0,4275.0,22803.0,2179.0,15.7,20.9,25.4,21.7,18.1,7.6,27.2,87.1,6.1,0.3,0.7,1.8,4.0,23.8,5044.0,75.7,17.6,6.6,0.1,9.9
1998,Morrison,MN,0.737,0.207,17534.0,12925.0,3637.0,0.759,0.224,19523.0,14819.0,4367.0,46.01265363,-94.27341528,903.0,9.0,32880.0,16616.0,16264.0,1.6,95.9,0.6,0.2,0.5,0.0,24973.0,52855.0,2046.0,28040.0,1416.0,11.4,13.2,29.1,18.5,20.3,13.5,18.7,79.6,8.9,0.5,3.2,1.5,6.3,26.8,16502.0,78.1,11.8,9.4,0.8,4.6
1999,Morrow,OH,0.724,0.229,16186.0,11722.0,3711.0,0.762,0.22,18088.0,13784.0,3988.0,40.52363560000001,-82.7892599,474.0,2.0,34935.0,17467.0,17468.0,1.4,96.1,0.7,0.1,0.0,0.0,26337.0,52767.0,3268.0,24864.0,1522.0,9.7,12.4,27.4,18.4,20.6,11.3,22.4,85.3,7.4,1.0,1.3,1.3,3.6,29.5,16936.0,78.7,13.4,7.6,0.3,4.3
2000,Morrow,OR,0.676,0.252,3989.0,2698.0,1004.0,0.703,0.266,5060.0,3557.0,1345.0,45.41846568,-119.584546,559.0,7.0,11153.0,5724.0,5429.0,35.1,60.7,0.3,0.7,0.6,0.3,6727.0,54386.0,3538.0,21743.0,1162.0,14.7,20.2,26.8,13.6,15.7,21.9,22.0,74.1,14.7,0.4,3.1,1.8,6.0,20.4,4795.0,75.5,16.3,7.7,0.5,4.8
2001,Morton,KS,0.836,0.125,1160.0,970.0,145.0,0.863,0.126,1163.0,1004.0,147.0,37.19141121,-101.79925190000002,56.0,2.0,2931.0,1534.0,1397.0,22.6,72.4,0.8,0.0,0.1,0.0,1978.0,43813.0,9676.0,23038.0,1831.0,8.0,7.9,29.5,15.5,17.3,32.5,5.3,71.3,13.6,0.0,3.9,2.0,9.3,17.7,1275.0,69.6,20.5,9.8,0.0,8.7
2002,Morton,ND,0.728,0.198,15547.0,11319.0,3077.0,0.737,0.233,16619.0,12243.0,3872.0,46.71681782,-101.2822377,2552.0,54.0,30059.0,15395.0,14664.0,2.7,90.9,0.6,4.0,0.1,0.0,23228.0,65385.0,4760.0,37335.0,2849.0,7.9,7.4,33.9,16.2,21.9,13.9,14.0,84.1,8.6,0.0,1.6,0.7,5.1,20.1,17262.0,75.4,14.4,9.8,0.3,2.4
2003,Motley,TX,0.921,0.065,620.0,571.0,40.0,0.926,0.071,652.0,604.0,46.0,34.07408766,-100.77972199999999,17.0,0.0,1114.0,575.0,539.0,16.3,76.5,3.5,0.0,0.0,0.0,846.0,40598.0,7989.0,25908.0,3973.0,12.2,11.3,35.9,16.0,12.5,22.4,13.3,82.8,6.3,0.8,3.9,0.0,6.1,16.4,513.0,64.5,17.7,17.7,0.0,8.1
2004,Moultrie,IL,0.717,0.238,6209.0,4453.0,1476.0,0.737,0.246,6698.0,4938.0,1645.0,39.64187451,-88.62099969,496.0,6.0,14711.0,7173.0,7538.0,1.2,97.0,0.6,0.2,0.2,0.0,10936.0,53979.0,3591.0,26166.0,1135.0,12.1,17.8,29.0,14.2,21.0,9.4,26.4,79.0,8.3,0.0,2.5,4.2,5.9,22.3,6993.0,82.1,9.6,8.0,0.3,3.0
2005,Mountrail,ND,0.636,0.302,4009.0,2551.0,1211.0,0.677,0.302,4142.0,2806.0,1251.0,48.20197971,-102.3555315,581.0,9.0,9986.0,5519.0,4467.0,7.0,62.9,1.1,25.9,0.4,0.0,7250.0,69622.0,6012.0,40113.0,4891.0,11.2,15.8,32.5,20.9,17.7,16.6,12.3,76.4,9.7,0.6,5.4,0.6,7.3,17.1,4807.0,60.3,21.9,15.3,2.5,4.7
2006,Mower,MN,0.502,0.423,17587.0,8826.0,7444.0,0.518,0.463,19441.0,10067.0,8997.0,43.67142874,-92.75234549,1572.0,19.0,39386.0,19742.0,19644.0,11.0,80.8,3.4,0.1,2.4,0.0,27587.0,53700.0,2339.0,28613.0,1005.0,13.0,15.3,29.2,17.5,20.7,11.0,21.7,79.2,10.7,1.9,3.0,2.2,3.0,17.9,19157.0,84.1,10.4,5.4,0.1,5.0
2007,Muhlenberg,KY,0.72,0.251,13054.0,9393.0,3272.0,0.738,0.249,14229.0,10496.0,3544.0,37.21425819,-87.14632053,995.0,14.0,31153.0,15763.0,15390.0,1.5,92.1,4.9,0.2,0.2,0.0,24541.0,40037.0,2245.0,20376.0,944.0,20.5,28.8,23.3,19.5,19.7,13.6,23.9,89.1,8.4,0.1,0.5,1.0,1.0,23.8,11493.0,77.0,17.5,5.2,0.4,9.6
2008,Multnomah,OR,0.176,0.76,357762.0,63055.0,271754.0,0.179,0.793,461453.0,82410.0,365787.0,45.54747959,-122.4169351,9894.0,172.0,788459.0,390542.0,397917.0,11.3,70.5,5.3,0.6,7.0,0.6,579030.0,60369.0,846.0,34848.0,434.0,16.4,20.6,45.2,17.9,21.0,5.6,10.4,60.1,9.5,11.4,5.1,6.7,7.2,26.6,416325.0,80.8,11.9,7.2,0.2,6.8
2009,Murray,GA,0.832,0.145,12422.0,10340.0,1799.0,0.841,0.15,15389.0,12943.0,2302.0,34.78897608,-84.74993177,1105.0,10.0,39444.0,19397.0,20047.0,14.3,83.3,1.0,0.1,0.4,0.0,27426.0,41617.0,2282.0,19084.0,913.0,18.0,26.6,17.0,14.6,23.6,13.2,31.7,87.8,8.8,0.2,1.6,1.0,0.7,27.3,16748.0,85.6,11.3,3.0,0.2,7.4
2010,Murray,MN,0.641,0.279,4642.0,2974.0,1295.0,0.689,0.297,4883.0,3363.0,1449.0,44.02216709,-95.76328482,314.0,3.0,8394.0,4178.0,4216.0,3.6,93.8,0.6,0.2,1.1,0.0,6462.0,54211.0,2565.0,30553.0,753.0,8.2,9.3,34.8,15.8,19.9,12.7,16.9,76.4,10.3,0.4,4.3,1.1,7.5,20.3,4222.0,72.5,14.1,13.1,0.4,3.6
2011,Murray,OK,0.755,0.197,5525.0,4173.0,1086.0,0.782,0.196,5894.0,4612.0,1156.0,34.48116015,-97.06826283,337.0,3.0,13797.0,6918.0,6879.0,6.0,73.2,1.7,8.3,0.6,0.0,10344.0,51844.0,3345.0,24804.0,1663.0,14.1,17.1,28.1,23.9,19.7,12.3,15.9,82.0,12.0,0.0,3.2,0.3,2.5,20.5,6064.0,73.3,20.2,6.2,0.3,3.9
2012,Muscatine,IA,0.5,0.434,19086.0,9549.0,8284.0,0.525,0.454,20629.0,10823.0,9372.0,41.48370744,-91.11216970000001,1620.0,58.0,42923.0,21256.0,21667.0,17.5,77.8,1.9,0.2,1.1,0.1,30666.0,56398.0,2540.0,28028.0,1585.0,10.5,15.4,29.2,14.9,21.1,9.5,25.3,84.7,7.8,0.4,1.6,0.8,4.6,17.2,21645.0,80.8,13.1,5.9,0.1,3.5
2013,Muscogee,GA,0.394,0.58,68320.0,26901.0,39602.0,0.373,0.615,80543.0,30049.0,49529.0,32.50931999,-84.87142262,6419.0,175.0,198647.0,97309.0,101338.0,7.5,41.1,45.0,0.3,2.4,0.2,144186.0,43239.0,1433.0,24604.0,681.0,21.7,31.2,33.3,19.9,26.7,7.0,13.0,79.7,9.8,1.5,1.3,2.0,5.8,20.0,79022.0,75.7,20.2,4.0,0.1,10.0
2014,Muskegon,MI,0.466,0.475,77114.0,35962.0,36640.0,0.486,0.496,91701.0,44544.0,45508.0,43.29123859,-86.15176712,2558.0,84.0,172707.0,85918.0,86789.0,5.4,76.5,13.5,0.5,0.5,0.0,130661.0,46077.0,806.0,22829.0,507.0,18.5,26.6,28.0,19.7,21.6,8.4,22.3,83.9,10.7,0.5,1.0,1.0,2.9,21.2,73192.0,84.5,10.6,4.8,0.1,8.9
2015,Muskingum,OH,0.651,0.302,36217.0,23588.0,10926.0,0.689,0.296,39693.0,27334.0,11755.0,39.96575964,-81.94363275,1096.0,4.0,85933.0,41718.0,44215.0,1.0,91.8,3.1,0.2,0.4,0.0,65556.0,43325.0,1836.0,22877.0,634.0,16.6,23.6,26.7,19.0,25.0,10.3,19.0,86.2,8.3,0.3,2.3,0.8,2.1,23.7,38123.0,84.1,11.0,4.7,0.2,6.9
2016,Muskogee,OK,0.621,0.329,24193.0,15029.0,7969.0,0.659,0.32,25081.0,16526.0,8027.0,35.61318461,-95.37802952,2461.0,28.0,69471.0,33978.0,35493.0,5.9,56.6,10.7,18.0,0.7,0.0,51237.0,41329.0,1214.0,21800.0,812.0,21.9,32.3,29.7,19.5,23.4,10.1,17.2,82.2,10.4,0.5,1.6,2.0,3.3,20.5,26861.0,72.2,21.7,6.0,0.1,6.9
2017,Musselshell,MT,0.814,0.137,2409.0,1961.0,331.0,0.841,0.143,2881.0,2423.0,413.0,46.49684637,-108.39498,128.0,2.0,4766.0,2368.0,2398.0,2.4,92.9,0.8,0.7,1.5,0.0,3723.0,38156.0,6209.0,23908.0,2076.0,17.4,22.8,27.4,15.7,25.9,18.6,12.4,65.7,9.8,0.0,5.4,3.0,16.1,30.5,1853.0,69.8,12.9,14.1,3.2,5.6
2018,Nacogdoches,TX,0.658,0.304,22430.0,14751.0,6822.0,0.649,0.336,26755.0,17359.0,8989.0,31.62017125,-94.61803994,1820.0,70.0,65411.0,31297.0,34114.0,18.9,59.9,17.2,0.3,1.6,0.0,46030.0,41482.0,2289.0,22589.0,1150.0,24.9,32.2,32.1,17.8,23.4,12.5,14.2,79.5,12.5,0.1,3.7,1.3,2.8,20.4,28199.0,73.4,19.2,7.2,0.2,8.6
2019,Nance,NE,0.786,0.175,1599.0,1257.0,280.0,0.786,0.196,1828.0,1437.0,359.0,41.39750195,-97.99327291,119.0,0.0,3569.0,1764.0,1805.0,2.5,96.9,0.1,0.3,0.1,0.1,2733.0,45428.0,4703.0,26852.0,2026.0,11.7,9.1,35.3,14.3,23.8,13.3,13.2,80.9,8.2,0.0,4.4,0.8,5.6,19.4,1792.0,71.0,14.2,13.8,1.0,2.0
2020,Nantucket,MA,0.295,0.647,6404.0,1892.0,4144.0,0.262,0.717,7297.0,1912.0,5234.0,41.2942019,-70.08774729,0.0,0.0,10912.0,5804.0,5108.0,8.6,73.8,8.0,0.6,2.4,0.1,7695.0,91942.0,11350.0,47924.0,3627.0,11.2,22.4,32.3,15.8,26.5,18.5,7.0,67.0,8.6,1.6,12.3,5.2,5.3,12.1,6408.0,71.2,14.5,14.4,0.0,3.8
2021,Napa,CA,0.296,0.649,31534.0,9335.0,20454.0,0.286,0.692,67847.0,19388.0,46962.0,38.50735751,-122.33283899999999,2040.0,16.0,141005.0,70311.0,70694.0,33.7,53.2,2.0,0.3,7.8,0.2,95211.0,79637.0,1895.0,40632.0,883.0,8.2,9.0,36.3,21.2,21.5,10.7,10.3,76.1,11.5,1.4,3.9,1.6,5.6,24.1,71110.0,78.6,12.1,9.1,0.2,5.4
2022,Nash,NC,0.493,0.491,46903.0,23142.0,23024.0,0.495,0.496,52111.0,25794.0,25831.0,35.96575634,-77.98422508,3550.0,80.0,94125.0,45178.0,48947.0,6.7,50.9,39.2,0.7,0.9,0.0,70526.0,46187.0,1313.0,25232.0,791.0,15.9,22.2,31.2,16.2,24.9,9.7,18.0,84.3,10.1,0.4,1.4,0.8,3.0,21.9,42367.0,79.6,15.5,4.8,0.1,7.9
2023,Nassau,FL,0.735,0.233,46537.0,34221.0,10849.0,0.723,0.264,58909.0,42563.0,15561.0,30.61037141,-81.80297522,2504.0,52.0,78435.0,38706.0,39729.0,3.8,87.5,6.1,0.4,0.9,0.0,61430.0,64294.0,2019.0,33337.0,1383.0,11.4,16.4,34.5,18.4,23.4,10.9,12.8,83.4,9.3,0.1,1.9,1.6,3.7,29.8,34780.0,80.6,13.8,5.5,0.0,5.7
2024,Nassau,NY,0.459,0.513,599649.0,275479.0,307326.0,0.501,0.489,572706.0,286661.0,280288.0,40.74066522,-73.58941873,50294.0,2216.0,1363069.0,661718.0,701351.0,16.4,61.4,11.0,0.1,9.0,0.0,960860.0,105744.0,781.0,46839.0,405.0,5.9,7.6,44.7,16.3,25.3,6.6,7.2,68.9,6.9,16.7,2.6,1.1,3.8,35.8,682063.0,78.2,16.3,5.3,0.2,4.9
2025,Natchitoches,LA,0.54,0.43,16617.0,8965.0,7143.0,0.565,0.417,16554.0,9358.0,6896.0,31.72321584,-93.09816516,1510.0,30.0,39051.0,18610.0,20441.0,2.2,52.7,40.9,1.1,0.7,0.0,29497.0,29001.0,1903.0,18219.0,956.0,31.9,40.2,27.7,17.3,23.4,10.5,21.0,84.3,10.3,0.5,2.0,1.3,1.7,22.9,12941.0,76.7,19.6,3.7,0.0,13.6
2026,Natrona,WY,0.724,0.202,32493.0,23523.0,6573.0,0.718,0.242,35202.0,25271.0,8530.0,42.96180148,-106.79788500000001,1688.0,8.0,81023.0,41061.0,39962.0,8.2,87.0,1.2,0.6,0.8,0.0,60197.0,59400.0,2542.0,31900.0,1007.0,9.9,12.1,31.0,16.8,24.4,14.2,13.6,84.2,9.1,0.4,1.6,1.1,3.6,17.2,41467.0,79.3,14.7,5.6,0.4,5.1
2027,Navajo,AZ,0.513,0.434,35409.0,18165.0,15362.0,0.534,0.452,51767.0,27657.0,23383.0,35.3997715,-110.3218983,6538.0,241.0,107902.0,54037.0,53865.0,11.2,41.6,0.7,43.2,0.6,0.1,76593.0,38798.0,1774.0,17685.0,626.0,29.1,38.6,29.3,24.7,22.8,11.7,11.5,73.1,11.9,1.1,4.9,2.4,6.6,21.6,33186.0,62.1,31.9,5.8,0.2,16.3
2028,Navarro,TX,0.732,0.244,16382.0,11984.0,3998.0,0.722,0.267,19105.0,13787.0,5097.0,32.04620681,-96.47428766,1472.0,34.0,48239.0,23726.0,24513.0,26.2,57.3,13.1,0.3,0.6,1.0,31446.0,45103.0,2407.0,22152.0,1046.0,18.8,29.8,27.8,20.3,20.3,12.8,18.7,80.8,12.7,0.4,1.0,0.9,4.3,25.3,20325.0,75.5,15.8,8.5,0.2,9.4
2029,Nelson,KY,0.647,0.31,20772.0,13430.0,6434.0,0.676,0.309,23245.0,15703.0,7188.0,37.80335779,-85.4657193,1100.0,4.0,45131.0,22276.0,22855.0,2.1,90.6,5.3,0.1,0.4,0.0,33725.0,55182.0,2157.0,28156.0,2116.0,11.4,14.2,28.3,16.4,19.4,9.5,26.4,85.3,9.6,0.0,1.2,0.4,3.5,26.2,21251.0,82.7,12.7,4.6,0.0,5.9
2030,Nelson,ND,0.605,0.316,1694.0,1025.0,536.0,0.642,0.33,1777.0,1141.0,586.0,47.9226426,-98.19038437,177.0,3.0,2971.0,1530.0,1441.0,2.5,96.7,0.0,0.3,0.0,0.0,2378.0,52417.0,5195.0,33599.0,2873.0,8.4,10.7,35.4,19.3,16.7,17.7,11.0,71.6,10.5,0.1,5.8,4.0,8.0,17.9,1550.0,64.3,17.5,17.9,0.3,0.5
2031,Nelson,VA,0.503,0.446,8247.0,4150.0,3677.0,0.514,0.461,9335.0,4799.0,4307.0,37.78790447,-78.88498513,141.0,2.0,14863.0,7224.0,7639.0,3.9,81.6,12.6,0.2,0.4,0.0,11728.0,53834.0,4010.0,33597.0,4712.0,14.9,20.7,35.1,18.9,20.8,13.3,11.9,77.5,11.3,0.2,1.3,2.7,7.0,31.2,7131.0,68.1,18.1,13.6,0.2,3.7
2032,Nemaha,KS,0.809,0.142,5025.0,4066.0,714.0,0.82,0.164,5625.0,4612.0,920.0,39.78345387,-96.01392079,315.0,2.0,10095.0,5083.0,5012.0,1.8,95.6,0.5,0.5,0.3,0.0,7399.0,53368.0,2967.0,27438.0,1642.0,10.8,12.5,35.5,15.1,21.7,11.1,16.5,77.2,10.9,0.5,6.4,0.5,4.6,15.9,5137.0,76.0,14.4,9.1,0.5,1.8
2033,Nemaha,NE,0.681,0.252,3035.0,2068.0,765.0,0.709,0.269,3423.0,2428.0,921.0,40.38514847,-95.85433992,175.0,0.0,7041.0,3476.0,3565.0,2.6,94.3,1.4,0.6,0.7,0.0,5528.0,55536.0,5149.0,28572.0,1873.0,11.5,11.5,32.2,21.0,22.1,11.6,13.1,78.1,10.5,0.0,6.6,0.3,4.6,19.6,3444.0,67.1,25.2,7.7,0.0,5.7
2034,Neosho,KS,0.706,0.238,6151.0,4340.0,1464.0,0.723,0.261,6629.0,4795.0,1727.0,37.55862897,-95.30670046,274.0,0.0,16209.0,7935.0,8274.0,5.0,90.6,1.0,0.4,0.4,0.0,11980.0,44402.0,2389.0,23589.0,1743.0,21.4,37.2,31.0,14.7,23.0,12.4,18.9,81.6,11.7,0.1,2.5,1.5,2.6,16.6,7418.0,73.7,19.1,7.1,0.1,2.9
2035,Neshoba,MS,0.729,0.256,10438.0,7613.0,2668.0,0.71,0.278,11698.0,8311.0,3247.0,32.75339664,-89.11726492,1901.0,111.0,29437.0,14095.0,15342.0,1.9,58.9,20.9,15.7,0.4,0.0,20901.0,36755.0,1999.0,19243.0,963.0,22.1,29.9,30.5,21.1,22.0,13.7,12.7,75.9,19.1,0.5,1.9,1.8,0.7,25.0,12292.0,69.3,24.9,5.2,0.6,8.5
2036,Ness,KS,0.847,0.111,1435.0,1216.0,160.0,0.884,0.099,1487.0,1315.0,147.0,38.47974157,-99.91547333,148.0,9.0,3001.0,1527.0,1474.0,10.7,88.5,0.2,0.2,0.3,0.0,2248.0,48412.0,4284.0,30761.0,3028.0,8.9,12.4,32.9,14.2,18.8,19.2,14.9,75.7,10.0,0.2,4.6,0.4,9.1,12.9,1447.0,61.3,21.7,16.1,0.9,2.6
